Id,SalePrice
1461,120752.97
1462,157819.94
1463,188065.22
1464,190804.16
1465,185305.14
1466,169843.69
1467,170925.23
1468,167862.06
1469,174922.08
1470,126305.73
1471,191222.77
1472,97856.74
1473,100148.91
1474,152876.36
1475,122709.086
1476,400466.06
1477,259399.47
1478,287973.5
1479,282868.25
1480,534428.1
1481,302459.84
1482,210765.83
1483,170617.92
1484,172515.39
1485,180481.61
1486,196878.61
1487,348716.44
1488,230649.44
1489,213968.78
1490,232383.08
1491,191198.69
1492,90005.71
1493,181254.55
1494,303608.6
1495,282855.03
1496,239785.58
1497,186536.55
1498,165974.28
1499,157234.03
1500,150860.3
1501,180472.84
1502,141411.05
1503,310437.03
1504,246769.02
1505,227801.89
1506,186324.08
1507,230687.92
1508,197084.88
1509,163353.1
1510,146624.44
1511,143732.78
1512,170631.6
1513,145988.19
1514,156994.45
1515,199103.83
1516,154959.4
1517,153965.08
1518,130864.6
1519,225188.06
1520,137519.3
1521,134175.39
1522,167554.34
1523,111264.516
1524,118329.88
1525,124126.91
1526,111955.63
1527,98023.47
1528,129255.016
1529,153267.88
1530,163958.5
1531,110623.555
1532,96078.1
1533,156440.7
1534,121913.8
1535,155614.72
1536,103809.414
1537,65886.125
1538,162549.03
1539,184817.86
1540,83646.18
1541,146558.73
1542,140706.8
1543,219257.78
1544,80924.85
1545,101256.89
1546,130248.53
1547,146330.11
1548,135161.34
1549,118048.09
1550,145976.2
1551,112440.03
1552,123445.51
1553,165465.39
1554,116319.82
1555,158879.9
1556,78232.65
1557,106706.68
1558,104682.8
1559,68466.75
1560,130911.54
1561,129814.625
1562,125422.76
1563,120183.81
1564,158807.95
1565,151752.48
1566,232587.95
1567,75875.78
1568,228606.9
1569,134613.34
1570,135345.53
1571,118396.82
1572,143490.36
1573,254186.27
1574,107211.3
1575,229564.48
1576,243989.22
1577,199536.08
1578,143322.42
1579,144248.28
1580,197664.62
1581,152283.83
1582,127425.234
1583,315166.38
1584,233947.19
1585,142637.1
1586,69129.36
1587,95654.43
1588,154886.7
1589,94068.48
1590,131896.53
1591,94707.86
1592,111119.56
1593,121597.266
1594,120109.1
1595,107359.35
1596,227557.17
1597,183616.88
1598,202608.95
1599,172066.02
1600,171025.36
1601,66367.18
1602,109313.78
1603,70830.516
1604,265684.47
1605,245567.03
1606,161451.19
1607,165523.0
1608,205778.2
1609,196747.4
1610,145437.05
1611,135240.25
1612,154941.38
1613,153418.66
1614,122934.45
1615,81552.95
1616,69124.016
1617,86807.1
1618,125845.94
1619,140657.3
1620,159659.11
1621,135653.1
1622,136540.73
1623,263197.38
1624,210148.66
1625,123458.93
1626,159462.36
1627,188666.28
1628,274547.56
1629,177719.92
1630,368055.72
1631,213453.34
1632,231790.56
1633,167754.52
1634,193444.38
1635,181824.83
1636,149313.6
1637,193442.9
1638,187448.89
1639,174552.95
1640,260677.88
1641,176298.22
1642,226467.98
1643,224926.0
1644,225065.03
1645,196577.11
1646,162674.81
1647,159006.02
1648,134749.11
1649,138874.8
1650,115560.31
1651,114949.18
1652,96740.92
1653,95693.12
1654,148550.45
1655,135146.0
1656,143956.25
1657,149333.67
1658,150536.94
1659,127371.29
1660,158086.56
1661,440538.84
1662,421119.8
1663,401739.1
1664,478931.16
1665,308284.78
1666,331996.28
1667,339543.12
1668,328235.44
1669,297371.34
1670,368148.06
1671,253261.69
1672,475895.25
1673,306695.1
1674,253058.4
1675,186110.8
1676,184768.52
1677,220065.14
1678,475415.75
1679,366796.72
1680,357677.47
1681,246973.14
1682,313451.8
1683,173562.14
1684,171054.55
1685,174582.1
1686,170321.22
1687,168197.3
1688,192435.31
1689,196502.88
1690,198578.17
1691,183191.86
1692,257486.12
1693,162289.58
1694,187261.64
1695,161756.81
1696,285607.16
1697,166392.06
1698,371077.94
1699,317763.1
1700,244298.42
1701,260718.39
1702,244626.2
1703,250293.42
1704,283875.47
1705,230590.05
1706,425589.2
1707,218040.86
1708,212022.2
1709,308857.75
1710,223274.6
1711,248208.06
1712,283774.5
1713,268337.8
1714,222067.98
1715,211366.28
1716,188497.77
1717,185492.92
1718,134092.36
1719,194710.38
1720,253826.05
1721,171023.56
1722,124741.734
1723,154686.83
1724,220252.0
1725,235954.83
1726,188533.55
1727,156516.52
1728,165830.0
1729,160167.11
1730,147098.53
1731,124638.164
1732,135682.84
1733,114593.016
1734,122091.93
1735,136607.03
1736,115752.79
1737,359047.6
1738,207609.03
1739,265526.16
1740,231387.5
1741,203189.06
1742,177453.19
1743,171593.08
1744,303803.53
1745,220602.86
1746,162887.8
1747,213477.36
1748,229001.64
1749,151607.4
1750,121233.445
1751,234656.19
1752,122237.445
1753,143840.42
1754,196708.38
1755,168646.23
1756,125686.66
1757,118382.59
1758,144243.75
1759,166319.08
1760,165728.81
1761,132150.98
1762,183057.9
1763,176496.89
1764,118973.06
1765,138229.86
1766,184928.94
1767,208849.6
1768,152469.25
1769,177543.92
1770,150932.25
1771,117686.59
1772,136093.66
1773,131546.8
1774,137683.98
1775,142014.89
1776,121707.25
1777,110456.984
1778,141336.61
1779,118012.19
1780,174497.2
1781,127899.81
1782,92365.48
1783,144444.72
1784,107621.88
1785,110596.55
1786,146820.05
1787,158098.17
1788,52583.38
1789,103565.47
1790,78034.36
1791,196633.92
1792,147168.0
1793,135446.39
1794,161095.3
1795,131862.58
1796,127771.07
1797,116434.69
1798,127815.8
1799,113845.984
1800,130122.89
1801,127686.04
1802,126412.61
1803,148930.33
1804,143962.97
1805,140404.0
1806,119187.016
1807,130356.89
1808,122086.805
1809,123363.83
1810,153964.64
1811,87346.13
1812,95620.77
1813,129120.48
1814,94334.04
1815,50220.703
1816,96347.77
1817,117810.01
1818,135117.78
1819,122171.6
1820,54107.188
1821,110841.305
1822,161359.75
1823,42136.89
1824,143995.94
1825,135406.61
1826,102358.1
1827,100667.05
1828,145297.6
1829,112196.016
1830,143828.62
1831,138583.08
1832,74231.28
1833,133306.92
1834,117754.29
1835,122068.65
1836,128125.664
1837,94907.23
1838,119313.02
1839,86379.24
1840,167597.33
1841,143708.66
1842,73139.54
1843,125165.49
1844,140775.52
1845,139813.27
1846,157545.64
1847,153452.6
1848,60629.61
1849,105156.78
1850,116774.305
1851,158983.12
1852,129829.234
1853,139168.34
1854,172164.98
1855,138613.61
1856,220619.69
1857,152095.88
1858,142272.31
1859,122053.516
1860,153223.89
1861,122053.516
1862,291919.6
1863,285348.78
1864,288644.12
1865,327545.62
1866,329768.16
1867,249479.6
1868,304846.9
1869,196681.19
1870,233085.56
1871,260311.44
1872,176679.62
1873,230848.81
1874,141180.22
1875,197625.42
1876,192652.72
1877,214126.17
1878,191558.25
1879,128287.67
1880,133550.22
1881,233679.17
1882,253546.61
1883,190678.27
1884,207606.86
1885,257008.45
1886,302484.38
1887,193124.94
1888,283682.22
1889,160934.52
1890,124791.234
1891,135853.38
1892,104786.67
1893,127961.664
1894,131472.69
1895,140240.19
1896,122417.69
1897,124341.12
1898,113821.01
1899,157761.7
1900,138582.94
1901,160990.23
1902,140333.72
1903,213675.75
1904,154136.67
1905,197325.03
1906,144334.7
1907,188531.58
1908,115874.945
1909,137585.67
1910,122843.27
1911,217084.77
1912,317129.75
1913,144029.98
1914,50389.723
1915,304130.8
1916,68450.36
1917,275585.06
1918,136842.14
1919,161051.66
1920,133799.7
1921,452651.3
1922,326261.47
1923,205623.81
1924,217431.19
1925,198836.27
1926,412003.34
1927,135456.08
1928,140533.27
1929,124495.96
1930,127987.17
1931,140932.28
1932,140934.3
1933,187662.28
1934,182901.2
1935,172534.98
1936,190248.14
1937,184602.42
1938,167299.02
1939,248968.58
1940,183014.78
1941,170400.52
1942,180723.78
1943,194785.03
1944,350607.2
1945,400795.78
1946,139739.16
1947,325602.2
1948,177318.36
1949,233316.19
1950,179947.62
1951,267866.84
1952,219281.83
1953,170144.9
1954,179589.14
1955,138115.88
1956,280205.34
1957,150550.72
1958,321449.62
1959,132750.23
1960,117900.375
1961,120935.055
1962,97206.11
1963,101599.99
1964,111430.07
1965,146559.98
1966,125969.5
1967,292361.47
1968,436446.97
1969,393878.22
1970,449952.3
1971,450224.88
1972,392752.16
1973,259174.2
1974,319712.16
1975,497955.03
1976,281690.22
1977,376420.84
1978,330161.5
1979,325199.38
1980,200652.03
1981,359490.97
1982,224171.34
1983,212544.33
1984,166209.83
1985,221164.88
1986,212250.22
1987,171008.39
1988,178364.81
1989,194848.39
1990,216894.6
1991,243092.92
1992,216889.0
1993,163035.12
1994,225925.23
1995,187034.61
1996,253252.75
1997,294232.72
1998,342484.38
1999,266444.16
2000,307258.38
2001,252206.48
2002,241095.81
2003,257305.2
2004,274006.38
2005,223579.92
2006,233566.42
2007,246997.17
2008,240593.95
2009,193065.08
2010,191607.39
2011,132129.19
2012,178366.52
2013,184362.1
2014,185891.19
2015,208437.11
2016,191944.47
2017,199236.22
2018,127276.33
2019,133731.97
2020,110800.3
2021,113176.54
2022,176657.55
2023,137134.38
2024,255454.81
2025,342780.1
2026,175172.81
2027,154111.53
2028,149681.58
2029,170124.95
2030,270852.56
2031,245048.84
2032,263863.12
2033,268225.75
2034,165036.4
2035,214191.73
2036,192955.75
2037,194910.47
2038,261165.58
2039,230895.05
2040,252981.44
2041,278213.1
2042,202068.66
2043,171629.08
2044,155700.38
2045,209862.66
2046,140966.83
2047,145721.25
2048,142829.02
2049,134078.55
2050,187038.89
2051,117431.87
2052,135715.08
2053,150940.31
2054,79050.81
2055,162192.42
2056,139978.03
2057,114816.83
2058,227716.1
2059,134325.69
2060,170869.5
2061,172101.12
2062,136294.86
2063,112703.266
2064,145585.27
2065,120077.375
2066,168639.64
2067,106297.87
2068,141138.75
2069,91832.33
2070,114611.484
2071,93261.5
2072,121427.03
2073,139640.44
2074,185812.84
2075,147505.22
2076,121466.06
2077,159454.9
2078,131926.47
2079,136201.42
2080,116374.19
2081,119427.664
2082,127925.18
2083,151532.1
2084,112208.97
2085,122847.84
2086,113886.055
2087,121031.4
2088,92895.43
2089,79317.38
2090,137641.97
2091,126887.05
2092,128297.46
2093,114607.875
2094,112980.81
2095,140637.98
2096,75257.664
2097,90538.18
2098,143249.72
2099,55761.766
2100,77331.52
2101,119150.53
2102,117599.76
2103,108131.14
2104,133329.56
2105,132182.62
2106,67710.45
2107,211519.12
2108,110326.55
2109,109615.375
2110,128059.086
2111,135372.12
2112,140523.75
2113,124593.71
2114,106526.1
2115,164184.14
2116,117844.5
2117,143125.31
2118,121408.97
2119,109417.24
2120,120371.01
2121,105773.13
2122,106542.36
2123,82113.53
2124,166611.19
2125,127719.05
2126,145587.48
2127,150965.36
2128,125535.96
2129,101949.9
2130,138384.97
2131,163282.84
2132,115546.65
2133,121019.05
2134,115619.625
2135,93138.05
2136,71957.07
2137,116083.44
2138,136400.95
2139,147907.81
2140,144257.36
2141,145310.06
2142,126751.59
2143,141824.86
2144,123496.49
2145,141824.6
2146,160858.1
2147,124316.69
2148,140894.66
2149,156076.5
2150,221255.17
2151,107179.914
2152,160712.58
2153,164103.83
2154,107864.17
2155,136466.53
2156,245076.88
2157,234554.61
2158,241031.67
2159,203967.8
2160,172738.97
2161,246341.31
2162,361251.97
2163,358971.94
2164,258066.78
2165,196789.44
2166,148189.34
2167,225147.27
2168,195714.58
2169,197684.42
2170,224401.48
2171,142567.31
2172,130873.47
2173,162386.5
2174,234355.17
2175,334881.4
2176,323513.84
2177,250155.02
2178,200882.36
2179,142507.1
2180,213835.58
2181,189336.27
2182,217014.8
2183,188802.72
2184,126242.86
2185,117260.42
2186,144239.61
2187,151680.3
2188,153129.08
2189,247028.03
2190,80614.58
2191,83954.586
2192,88592.03
2193,99683.23
2194,104153.914
2195,106478.67
2196,99235.91
2197,113208.6
2198,153571.33
2199,172613.31
2200,154214.31
2201,131273.34
2202,236795.89
2203,136144.67
2204,184729.39
2205,118722.69
2206,152048.73
2207,229829.98
2208,255313.8
2209,236979.78
2210,126493.29
2211,110390.54
2212,116012.61
2213,101396.14
2214,124109.86
2215,99824.125
2216,155865.72
2217,73248.85
2218,67533.625
2219,60667.668
2220,52373.18
2221,303964.66
2222,258076.88
2223,284008.44
2224,198376.2
2225,119865.37
2226,181052.23
2227,207257.5
2228,260332.05
2229,249581.69
2230,149416.16
2231,223213.9
2232,171753.69
2233,177261.55
2234,246596.11
2235,219551.97
2236,256971.45
2237,335089.38
2238,204568.58
2239,104371.18
2240,163297.8
2241,167378.66
2242,122534.14
2243,126281.76
2244,98803.305
2245,100142.31
2246,145083.25
2247,98075.36
2248,124623.78
2249,126389.11
2250,131868.61
2251,93167.805
2252,169878.52
2253,149704.42
2254,176787.66
2255,187059.22
2256,180079.98
2257,204495.62
2258,165759.47
2259,173336.52
2260,161880.42
2261,177986.22
2262,208023.06
2263,364674.3
2264,508264.7
2265,183603.39
2266,327800.9
2267,357398.22
2268,426763.78
2269,141914.16
2270,194379.38
2271,223914.94
2272,201040.67
2273,169109.11
2274,174788.0
2275,153918.69
2276,194224.84
2277,179808.16
2278,151819.22
2279,130822.305
2280,121942.4
2281,164680.78
2282,177200.53
2283,101563.95
2284,108064.95
2285,125816.54
2286,122210.984
2287,343318.9
2288,271963.5
2289,393769.28
2290,498924.75
2291,322639.44
2292,414973.06
2293,486616.62
2294,392444.4
2295,464265.9
2296,282859.1
2297,285364.0
2298,299480.22
2299,374498.72
2300,320605.53
2301,265447.16
2302,247899.11
2303,233657.11
2304,247078.45
2305,178499.92
2306,176511.03
2307,186660.77
2308,221038.36
2309,284289.97
2310,219371.77
2311,185827.03
2312,171965.28
2313,175016.69
2314,163052.23
2315,177419.69
2316,186571.78
2317,178700.4
2318,176695.12
2319,174753.0
2320,189287.34
2321,252990.84
2322,171427.55
2323,183914.11
2324,165152.3
2325,207812.28
2326,165026.19
2327,211504.4
2328,228123.42
2329,183816.44
2330,185101.31
2331,360759.97
2332,393098.03
2333,318051.72
2334,258262.27
2335,280020.75
2336,322495.75
2337,196515.62
2338,272445.8
2339,202100.64
2340,397753.75
2341,204602.92
2342,226036.02
2343,219140.3
2344,212764.58
2345,235837.17
2346,213520.73
2347,203315.84
2348,232216.05
2349,173092.86
2350,288676.88
2351,250748.8
2352,254323.02
2353,267336.03
2354,134940.72
2355,147483.7
2356,153168.08
2357,194022.67
2358,192036.2
2359,135632.39
2360,116125.734
2361,147586.27
2362,272569.53
2363,141468.5
2364,162035.19
2365,212652.39
2366,194160.77
2367,217392.42
2368,221156.44
2369,216302.58
2370,173794.03
2371,168900.22
2372,193355.48
2373,273327.28
2374,315119.78
2375,265512.47
2376,284573.72
2377,378230.5
2378,140396.77
2379,192822.02
2380,136699.7
2381,173111.17
2382,205784.1
2383,198578.17
2384,238825.23
2385,163535.94
2386,139289.56
2387,142573.84
2388,96528.87
2389,126588.02
2390,145712.9
2391,145022.1
2392,116058.87
2393,173080.14
2394,147720.61
2395,210540.42
2396,150506.36
2397,222697.22
2398,134072.67
2399,62605.797
2400,51564.34
2401,113026.29
2402,134138.67
2403,138471.7
2404,146804.52
2405,161100.83
2406,147663.56
2407,126562.67
2408,152334.52
2409,129062.37
2410,164503.25
2411,119473.8
2412,152678.34
2413,132113.19
2414,139861.81
2415,131276.98
2416,132535.31
2417,133720.48
2418,131430.06
2419,130438.48
2420,122988.74
2421,151857.6
2422,111795.06
2423,118592.55
2424,155786.67
2425,177123.16
2426,130760.56
2427,145180.0
2428,171307.11
2429,117766.87
2430,130705.58
2431,105674.93
2432,149354.47
2433,149355.03
2434,134803.34
2435,143216.11
2436,111864.17
2437,111338.19
2438,128562.38
2439,113404.19
2440,120555.63
2441,91705.43
2442,92496.02
2443,116208.72
2444,137376.94
2445,76601.33
2446,129647.6
2447,176836.56
2448,130120.78
2449,108176.94
2450,150476.94
2451,130493.22
2452,197144.47
2453,93953.445
2454,128002.19
2455,119174.74
2456,134132.14
2457,131917.4
2458,121530.6
2459,110204.56
2460,130314.88
2461,118128.96
2462,137790.52
2463,133735.4
2464,165967.48
2465,144153.81
2466,115581.15
2467,140884.58
2468,79507.555
2469,80294.55
2470,176787.48
2471,206734.97
2472,171747.14
2473,121934.84
2474,82561.12
2475,224729.16
2476,118446.18
2477,132760.73
2478,150634.44
2479,97004.23
2480,149971.2
2481,128723.23
2482,134829.58
2483,117362.01
2484,126812.89
2485,128032.71
2486,155046.17
2487,189335.9
2488,158785.69
2489,145991.53
2490,147935.19
2491,94030.18
2492,182180.31
2493,148354.36
2494,142093.33
2495,82231.71
2496,244469.25
2497,152425.06
2498,110934.58
2499,95954.3
2500,138007.38
2501,135171.02
2502,144583.52
2503,89584.47
2504,173917.38
2505,222981.14
2506,261062.25
2507,276167.53
2508,262870.0
2509,217128.45
2510,223443.94
2511,175368.22
2512,202159.25
2513,219404.0
2514,270907.84
2515,150058.05
2516,169006.4
2517,138371.9
2518,151476.31
2519,229166.38
2520,224176.47
2521,189753.83
2522,221872.17
2523,126618.45
2524,139880.61
2525,147668.64
2526,140610.22
2527,115290.29
2528,126792.94
2529,138203.75
2530,116698.49
2531,251294.14
2532,225100.89
2533,198959.0
2534,229433.81
2535,310137.56
2536,230870.61
2537,246809.03
2538,177853.36
2539,184218.67
2540,173379.66
2541,183778.58
2542,166559.23
2543,124426.76
2544,128447.19
2545,136785.11
2546,136731.25
2547,136720.95
2548,159434.38
2549,155757.4
2550,747052.75
2551,141164.45
2552,128233.12
2553,80140.93
2554,106501.11
2555,116453.125
2556,104870.95
2557,110732.91
2558,149731.11
2559,140446.98
2560,146872.16
2561,133620.3
2562,145724.45
2563,155305.3
2564,208437.11
2565,149331.39
2566,158237.7
2567,142923.03
2568,195105.0
2569,216884.45
2570,121820.94
2571,173519.77
2572,149343.92
2573,205961.0
2574,283312.66
2575,133763.47
2576,128376.766
2577,175899.02
2578,83413.97
2579,64459.918
2580,114110.445
2581,106923.97
2582,96542.125
2583,290133.03
2584,158678.97
2585,174682.02
2586,223550.94
2587,192069.34
2588,148076.33
2589,145392.4
2590,205436.62
2591,215922.52
2592,201216.75
2593,259362.11
2594,177538.67
2595,200365.58
2596,312741.16
2597,177608.61
2598,279505.03
2599,310752.47
2600,159418.27
2601,149222.77
2602,78060.79
2603,97203.05
2604,80093.1
2605,74462.28
2606,153033.17
2607,192778.62
2608,193365.62
2609,174589.75
2610,107438.42
2611,117482.055
2612,148166.31
2613,135288.89
2614,128749.25
2615,158639.62
2616,145628.45
2617,179101.34
2618,199425.94
2619,205164.67
2620,188899.44
2621,179655.27
2622,183830.11
2623,257960.23
2624,284753.7
2625,293877.97
2626,172381.36
2627,159829.89
2628,532558.9
2629,479900.9
2630,387572.03
2631,484121.7
2632,450585.7
2633,353444.3
2634,400215.22
2635,154245.64
2636,186158.19
2637,195365.66
2638,248826.64
2639,189091.03
2640,158422.38
2641,108509.336
2642,180762.9
2643,99906.695
2644,127834.08
2645,103492.8
2646,98345.95
2647,101207.37
2648,144943.28
2649,145706.11
2650,127568.1
2651,143392.28
2652,411283.75
2653,254780.38
2654,234604.28
2655,398307.97
2656,337707.88
2657,357816.0
2658,289279.6
2659,298234.72
2660,328476.88
2661,336939.0
2662,352685.03
2663,283435.6
2664,271148.5
2665,329858.1
2666,299794.28
2667,166567.81
2668,179041.73
2669,172182.89
2670,280358.5
2671,182043.62
2672,189569.16
2673,210069.7
2674,205798.03
2675,176900.98
2676,192395.86
2677,200873.94
2678,263830.4
2679,266140.7
2680,269635.84
2681,431137.22
2682,333872.78
2683,536263.0
2684,319262.12
2685,336371.06
2686,259430.39
2687,346860.72
2688,211603.86
2689,205227.89
2690,497699.6
2691,184714.25
2692,135496.9
2693,187369.17
2694,128480.016
2695,191818.39
2696,182986.34
2697,191930.38
2698,190872.4
2699,169587.31
2700,160273.77
2701,143266.52
2702,113522.78
2703,120790.29
2704,139862.88
2705,122545.71
2706,117040.44
2707,131216.27
2708,134875.75
2709,107057.33
2710,124113.65
2711,291265.53
2712,393801.22
2713,181309.52
2714,147374.73
2715,173895.48
2716,135679.88
2717,178237.62
2718,231771.78
2719,156512.48
2720,173330.23
2721,140827.62
2722,175562.83
2723,142650.14
2724,135656.19
2725,133557.98
2726,147825.6
2727,175647.9
2728,177531.05
2729,156285.47
2730,142625.53
2731,131057.07
2732,125414.02
2733,157897.02
2734,152072.23
2735,135038.81
2736,146827.19
2737,128186.41
2738,129968.73
2739,166196.52
2740,142571.12
2741,147508.73
2742,153047.03
2743,148084.95
2744,163761.45
2745,144804.7
2746,135429.98
2747,148828.95
2748,125261.62
2749,128787.445
2750,139743.02
2751,132580.95
2752,220900.55
2753,146027.17
2754,215408.12
2755,130016.21
2756,92430.16
2757,63499.23
2758,76812.086
2759,163498.19
2760,126545.055
2761,145026.53
2762,151025.98
2763,181711.81
2764,160380.95
2765,273409.9
2766,136249.75
2767,87615.11
2768,135087.62
2769,137844.14
2770,142667.02
2771,110614.164
2772,116390.28
2773,163023.47
2774,140881.77
2775,119635.36
2776,135908.19
2777,145761.7
2778,111335.95
2779,118477.586
2780,105430.516
2781,98091.83
2782,95309.586
2783,109337.24
2784,129205.47
2785,138880.1
2786,69734.7
2787,118598.88
2788,76415.266
2789,171704.72
2790,91151.57
2791,116334.68
2792,50451.656
2793,169340.53
2794,99221.805
2795,131764.02
2796,101376.99
2797,181167.97
2798,109957.75
2799,124726.63
2800,67224.48
2801,108603.02
2802,133421.27
2803,161505.7
2804,139187.45
2805,97974.96
2806,79012.59
2807,157646.94
2808,150016.55
2809,136774.67
2810,132441.05
2811,153404.31
2812,157573.3
2813,158197.72
2814,153206.94
2815,99910.79
2816,240515.27
2817,155475.88
2818,136262.36
2819,159146.5
2820,134622.84
2821,100493.14
2822,215627.64
2823,290587.16
2824,192409.8
2825,171414.14
2826,127957.516
2827,132665.81
2828,207344.69
2829,197856.25
2830,233126.69
2831,178614.7
2832,244046.45
2833,298942.62
2834,200687.44
2835,215276.28
2836,187782.77
2837,150292.92
2838,151058.69
2839,188056.42
2840,202000.06
2841,212012.9
2842,231006.48
2843,147693.7
2844,161475.36
2845,120287.695
2846,210990.67
2847,197749.1
2848,213086.02
2849,203746.94
2850,276932.9
2851,210144.23
2852,237257.25
2853,239991.72
2854,142186.45
2855,198652.8
2856,200330.61
2857,182658.9
2858,191147.64
2859,120912.11
2860,121718.05
2861,122518.836
2862,188783.45
2863,123657.48
2864,249524.56
2865,138238.95
2866,134830.73
2867,95007.93
2868,98663.01
2869,113498.54
2870,125149.016
2871,87295.414
2872,49610.0
2873,99289.67
2874,136321.25
2875,118439.734
2876,166249.78
2877,141693.72
2878,180827.05
2879,141162.7
2880,102075.984
2881,154063.78
2882,156357.78
2883,192787.44
2884,208818.72
2885,192825.5
2886,229261.9
2887,89307.66
2888,139293.69
2889,56787.504
2890,86752.31
2891,138363.72
2892,43685.168
2893,73473.58
2894,48807.465
2895,297864.9
2896,291425.03
2897,192171.95
2898,144570.83
2899,211977.94
2900,169198.47
2901,202849.08
2902,185024.55
2903,346863.03
2904,364314.53
2905,84700.336
2906,206180.7
2907,114282.3
2908,135466.53
2909,145042.84
2910,79730.72
2911,75439.76
2912,145276.67
2913,81478.71
2914,72305.7
2915,75350.88
2916,80159.35
2917,166545.25
2918,115737.12
2919,221066.83
